gy,gx,lat,lon,n,route_density,obs_outage,obs_uplink,obs_rsrp,n_passes,dist_m,az_deg,log_d,az_cos1,az_sin1,az_cos2,az_sin2,rsrp,ul_mid,ul_lo,ul_hi,p_outage,p_outage_ml,ul_ml,ul_expected,uncertainty
23345,-38803,41.9423845,-93.81024029999999,3,1,1.0,,,1,9253.650244219825,199.12672140486757,3.9663130806538396,-0.944796202659491,-0.32765856533929627,0.7852797291195882,0.6191411366028476,-93.22467651549717,23.3019865717745,7.045599036645832,52.209128732918046,0.6057176181584069,0.9999439363311218,4.477636819966357,9.187562767160069,45.163529696272214
23345,-38797,41.9421003,-93.79562829999999,3,1,1.0,,,1,8962.299133461769,191.73960215258225,3.952419435207882,-0.9790824125899368,-0.20346407387317506,0.9172047412858623,0.3984161926462507,-92.7112118518611,24.23543307086615,7.085126984126984,55.648486363538204,0.6057176181584069,0.999964893702203,21.293423021143454,9.555604276143622,48.56335937941122
23345,-38781,41.9421268,-93.756608425,4,1,1.0,,,1,8883.593790545281,170.9079656984278,3.94858869186676,-0.9874357855548895,0.1580207878907016,0.9500588611888038,-0.31207076164971503,-93.01995260951287,24.15253747558634,7.085126984126984,53.71219541424405,0.6057176181584069,0.9999793052290079,41.09946190087457,9.522920003392521,46.62706843011706
23345,-38773,41.94227876666667,-93.7370595,3,1,1.0,,,1,9261.045870682958,160.96363500794973,3.9666600353015475,-0.9453117506960957,0.32616819893405086,0.7872286120082348,-0.6166612623114801,-93.83073471587285,20.784042477196415,6.157646813323977,47.94512659234475,0.6057176181584069,0.9999540656712349,13.3135920656062,8.194781772205848,41.78747977902077
23345,-38765,41.94205824,-93.7176145,5,1,1.0,,,1,9923.933641543681,152.19635514879656,3.9966838516090633,-0.8845513044003622,0.46644291170905117,0.5648620202327646,-0.8251853719610884,-94.8280399083659,20.080808823529416,5.62,47.155193798449645,0.6057176181584069,0.9999242123499835,16.765256526726144,7.917509132246858,41.53519379844965
23345,-38757,41.94189807272728,-93.69809570000001,11,1,1.0,,,1,10785.540230948749,144.62940701238813,4.032841903119049,-0.8154250039452026,0.5788627323821826,0.3298358741180673,-0.944038291672944,-95.83136432045879,18.74591077099745,4.758311449660754,46.96760228064532,0.6057176181584069,0.999954608920264,9.471940010158942,7.391182348578851,42.20929083098457
23345,-38749,41.942218,-93.67844165,2,1,1.0,,,1,11773.484729739856,138.05968108921093,4.070905024857543,-0.7438414097192256,0.6683561604316333,0.10660008562616968,-0.99430197713999,-96.75759038449432,16.65817252943956,4.2601555555555555,40.98885672312406,0.6057176181584069,0.9148060271591031,8.211505151041324,6.568023942035627,36.7287011675685
23346,-38803,41.9439337,-93.81021463333333,3,1,1.0,,,1,9090.340391332596,199.46940083087108,3.958580145852289,-0.9428196282948108,-0.33330338807464116,0.7778177029959302,0.6284899529078686,-93.05308606167135,24.01488043185074,7.085126984126984,53.46893223627127,0.6057176181584069,0.9996041974196014,3.1564672172583923,9.468644256311178,46.383805252144285
23346,-38797,41.94402326666667,-93.79558153333333,3,1,1.0,,,1,8752.240361395525,191.99926291364628,3.9421192361139368,-0.9781502753502229,-0.2078991073388317,0.9135559223354338,0.4067131381770876,-92.46646999044656,24.23543307086615,7.085126984126984,56.55748744146125,0.6057176181584069,0.9994532175781777,24.55049789942684,9.555604276143622,49.47236045733426
23346,-38781,41.94387955,-93.7565698,4,1,1.0,,,1,8691.709855104962,170.6844029290296,3.9391052203601715,-0.9868116880111367,0.16187245721434843,0.9475946151907779,-0.31947526549240335,-92.80055097309817,24.23543307086615,7.085126984126984,55.31666998755803,0.6057176181584069,0.9997199158670744,41.09946190087457,9.555604276143622,48.23154300343104
23346,-38773,41.944065325,-93.737013325,4,1,1.0,,,1,9074.727512006042,160.53223635966526,3.9578335932884423,-0.9428291518426865,0.33327644746606455,0.777853619128799,-0.6284455005871465,-93.63442625953344,21.599630349861368,6.445263629919159,49.20077860897117,0.6057176181584069,0.9996378052433574,13.3135920656062,8.516353701241304,42.75551497905201
